ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Plot Number,District,Project Description,Employment (Operational),proposal_url,Village Code,Employment (Construction),KML URLs
6344917,New,FP/JK/WATER/434606/2023,2023-06-26T05:47:13.909+00:00,,Pending at UA for Compliance Report,0.096,86.22,Jal Shakti PHE  DIVISION HANDWARA,,Forest clearance form,,,,WSS Deedad Mohalla Hangnikoote,JAMMU AND KASHMIR,Handwara,Hangni Kot,,,,Hybrid,0.0,0.096,0.096,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-08-18T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEAR DEGREE COLLEGE HANDWARA PINCODE 193221 ,Handwara,1,State Government (Department/Autonomous body),Ex. Engineer,Handwara,1,,,Kupwara,"Constt and Lying and fliting of pipe network , Cosntt of SR and PST",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6344917,000248,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6344399&refType=caf&uuid=43f93ad3-c8d3-4727-a2e3-a575d190c126&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6344399&refType=FC&uuid=34485b38-f7e4-4acd-903f-b9a6223bd374&version=1.3
6340487,New,FP/JK/WATER/434583/2023,2023-06-25T14:40:48.723+00:00,2025-01-04T10:52:45.631+00:00,Final Diversion Order Issued,0.3297,956.84,Jal Shakti Department,,Forest clearance form,,,,WSS DARSOO GUDDAR (Jammu Forest Division),JAMMU AND KASHMIR,Udhampur,Darsooh,,,,Hybrid,0.0,0.3297,0.3297,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-26T04:20:36.231+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jal Shakti(PHE) Sub division Udhampur ,,1,State Government (Department/Autonomous body),Assistant executive Engineer ,,1,,,Udhampur,To provide drinking water supply ,36500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6340487,0,1350.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6340451&refType=caf&uuid=49697e2c-d24d-4816-97fb-2d169049fe88&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6340451&refType=FC&uuid=c2c837af-e40e-4655-b904-9eb3fd318c63&version=1.0
6339972,New,FP/JK/WATER/434579/2023,2023-06-25T11:10:39.600+00:00,2024-12-03T07:16:12.330+00:00,Final Diversion Order Issued,0.5726,956.84,Jal Shakti Department,,Forest clearance form,,,,Improvement and augmentation of WSS Darsoo Guddar,JAMMU AND KASHMIR,Udhampur,Darsooh,,,,Hybrid,0.0,0.5726,0.5726,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-25T14:24:35.749+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jal Shakti(PHE) Sub division Udhampur ,,1,State Government (Department/Autonomous body),Assistant executive Engineer ,,1,,,Udhampur,To provide drinking water supply to Village Darsoo and guddar,36500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6339972,0,1350.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6339946&refType=caf&uuid=4bdbfb11-f648-498c-ae6c-fd7eb2b11f5d&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6339946&refType=FC&uuid=d531ef43-0399-48d3-a201-1487e43e15ef&version=1.8
6280523,New,FP/JK/WATER/434265/2023,2023-06-22T07:30:48.044+00:00,,DELISTED_BY_SYSTEM,0.5194,391.07,Jal Shakti Department,,Forest clearance form,,,,WSS Srawan,JAMMU AND KASHMIR,Kishtwar,Saranwan,,,,Hybrid,0.0,0.5194,0.5194,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-22T07:40:35.294+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDYAL KISHTWAR,,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Kishtwar,WSS Srawan is proposed under JJM by Jal Shakti Department,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6280523,004671,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6280394&refType=caf&uuid=78476b1c-485d-4b7e-a615-d3fc14810725&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6280394&refType=FC&uuid=939a3670-16ea-4772-9e89-511bf2836268&version=1.0
6279401,New,FP/JK/WATER/434261/2023,2023-06-22T07:14:52.549+00:00,,Pending at UA for Compensatory Levies Payment and Compliance Report,0.7711,739.89,Jal Shakti Department,,Forest clearance form,,,,WSS Pakaln Anjole,JAMMU AND KASHMIR,Kishtwar,Anjol,,,,Hybrid,0.0,0.7711,0.7711,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-22T07:24:30.161+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDYAL KISHTWAR,,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Kishtwar,WSS Pakalan Anjole is proposed under JJM by Jal Shakti Department,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6279401,004669,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6278881&refType=caf&uuid=5c892c74-5bad-4a9a-ac67-43be6deb35ca&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6278881&refType=FC&uuid=e48ae591-cb24-4986-b290-cb04feea359e&version=1.0
6255954,New,FP/JK/WATER/434142/2023,2023-06-21T08:22:30.434+00:00,,DELISTED_BY_SYSTEM,0.2445,474.61,Jal Shakti Department,,Forest clearance form,,,,WATER SUPPLY SCHEME BIDDA ,JAMMU AND KASHMIR,Reasi,Bidha,,,,Hybrid,0.2,0.0445,0.2445,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,AS PER THE ALLIGNMENT OF THE GSR AND PIPE NETWORK,NO,NO,NO,2023-06-26T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jal Shakti Division, Reasi",,1,State Government (Department/Autonomous body),ASSISTANT EXECUTIVE ENGINEER,,1,,,Reasi,WATER SUPPLY SCHEME BIDDA UNDER JAL JEEVAN MISSION,550.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6255954,005308,550.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6255308&refType=caf&uuid=8c4d4572-0e2c-4c2a-9689-71a76c905939&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6255308&refType=FC&uuid=547d5849-6779-4f5d-bf57-4e20d8f31cc1&version=1.1
6247871,New,FP/JK/WATER/434097/2023,2023-06-21T04:51:48.217+00:00,,REMOVED,0.0496,398.05,Jal Shakti Department,,Forest clearance form,,,,Water supply Scheme Bhaboor,JAMMU AND KASHMIR,Doda,Bhaboore,,,na,Linear,0.0,0.0496,0.0496,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-24T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive engineer,,1,,na,Doda,The water supply scheme bhaboor is designed to supply the potable drinking water facilities to the villages of bhaboore and manyana of panchayat Ghat.The scheme is executed under Jal jeevan Mission and in completion will supply the drinking water to the inhabitants at the rate of 55 lpcd.,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6247871,0,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6247753&refType=caf&uuid=1d0a9baf-151d-407a-a4f0-ce111190caa4&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6247753&refType=FC&uuid=c30c3b58-e2af-447a-ad6a-a683e67fa6e7&version=1.1
6243210,New,FP/JK/CommPost/434091/2023,2023-06-20T17:23:29.273+00:00,,Pending on UA for Compensatory Levies Payment,0.01,5.0, SUMMIT DIGITEL INFRASTRUCTURE PRIVATE LIMITED,,Forest clearance form,,,,Installation of Mobile Tower at Charalakote,JAMMU AND KASHMIR,Reasi,Charala Kot,,,,Non - Linear,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-11-21T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101, Saffron, Nr. Centre Point, Panchwati 5 Rasta, Ambawadi, Ahmedabad-380006, Gujarat, India ",Jammu,1,Private Limited,Manager corporate Affairs,Jammu,1,,,Reasi,The project is important to provide internet connectivity to the rural areas of District Reasi.,100.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6243210,005295,100.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6243169&refType=caf&uuid=e2ecb386-c1dd-443b-96dc-6e1f87ba1ed2&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6243169&refType=FC&uuid=045b3ef8-42b9-4469-a5a7-e9ccda6b9b81&version=1.0
6242984,New,FP/JK/OTHERS/434090/2023,2023-06-20T16:58:45.606+00:00,,DELISTED_BY_SYSTEM,0.47,6.0,KHALID BHAT,,Forest clearance form,,,,Construction of Mobile Tower and Electic Line at Poshiana ,JAMMU AND KASHMIR,Surankote,Poshiana,,,0,Hybrid,0.0,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-12T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reliance Jio Infocomm Pvt Ltd;Veer Towers Opposite Celebration Banquet ;Trikuta Nagar Extension ;Marble Market Jammu ",,1,Individual,Manager corporate affairs,,1,,0,Punch,District Poonch Range Surankote,180.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6242984,001258,180.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6242806&refType=caf&uuid=aade2893-8e45-43fc-9fdc-3cd382d82385&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6242806&refType=FC&uuid=aa15c094-c78e-4cb4-832b-a1d02386671d&version=1.0
6241279,New,FP/JK/ROAD/434082/2023,2023-06-20T14:05:02.673+00:00,,DELISTED_BY_SYSTEM,1.2,263.0,PWD (R&B) DIVISION REASI,,Forest clearance form,,,,SADHEEN TO LINK ROAD BHOLA SIDH ROAD,JAMMU AND KASHMIR,Reasi,Kathian,,,,Linear,0.675,0.525,1.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-20T14:21:59.993+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasi ,,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Reasi,"CONSTRUCTION OF ROAD FROM SADHEEN TO LINK ROAD BHOLA SIDH  ;UNDER NABARD RIDF - XXVII (LENGTH = 2.0 KM), PWD (R&B)  DIVISION REASI, DISTRICT REASI. ;",365.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6241279,005330,365.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6209294&refType=caf&uuid=c4e2c408-cf77-45e9-af43-e30450c17018&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6209294&refType=FC&uuid=c63a78f5-a2a3-4e83-9cb2-e21f9a6b0290&version=1.2
6229312,New,FP/JK/ROAD/434029/2023,2023-06-20T10:01:31.483+00:00,2025-02-21T15:43:41.628+00:00,Final Diversion Order Issued,5.96,1576.06,Public Works Department,,Forest clearance form,,,,"Up-gradation and Maintenance of Road from MRL01-Chowgam Sedov Aharbal Road,Package.JK22-3002,Length 12.36 KMs sanctioned under PMGSY III Batch Ist",JAMMU AND KASHMIR,Shopian,Sedow,,,,Linear,1.96,4.0,5.96,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-19T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer, PMGSY Division Pulwama,;R&B complex, Pulwama",Pulwama,1,State Government (Department/Autonomous body),Executive Engineer ,Pulwama,1,,,Shupiyan,"Up-gradation and Maintenance of Road from MRL01-Chowgam Sedov Aharbal Road,Package.JK22-3002,Length 12.36 KMs sanctioned under PMGSY III Batch Ist",3240.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6229312,3497,3240.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6198035&refType=caf&uuid=9b2aafe2-5434-429b-b553-bd146bd239ec&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6198035&refType=FC&uuid=ec102dbc-357d-42a5-9e2d-37f8fd8977fb&version=1.0
6226138,New,FP/JK/WATER/434008/2023,2023-06-20T08:46:54.228+00:00,2025-02-17T16:12:15.946+00:00,Final Diversion Order Issued,0.3122,421.46,Jal Shakti Department,,Forest clearance form,,,,WSS Hariwatnoo Kilwara (Pipe Line),JAMMU AND KASHMIR,Tangmarg,Forest Block,,,"Comptt. No. 48,49 & 59",Linear,0.0,0.3122,0.3122,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2023-06-20T09:01:48.541+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferozpora Basin Irrigation Division Tangmerg FBI,Tangmarg,1,State Government (Department/Autonomous body),Executive Engineer,Tangmarg,1,,"Comptt. No. 48,49 & 59",Baramula,Provide the sustainable Drinking water for various habitations from the said scheme,10450.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6226138,0,6270.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6225908&refType=caf&uuid=6ddeb9e6-8275-43b9-9960-b44983533bd6&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6225908&refType=FC&uuid=4eac3761-d6ec-42a6-b2ee-370bdd70e43b&version=1.1
6220278,New,FP/JK/WATER/433977/2023,2023-06-20T06:35:45.168+00:00,,Pending at UA for Compliance Report,0.103,311.0,Jal Shakti PHE  DIVISION HANDWARA,,Forest clearance form,,,,Water Supply Scheme Check Natnusa under JJM,JAMMU AND KASHMIR,Handwara,Nut Nusa,,,,Hybrid,0.0,0.103,0.103,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-19T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEAR DEGREE COLLEGE HANDWARA PINCODE 193221 ,Handwara,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Kupwara,"Constt. of pump house,  0.50 lac Gallons SR and other works related to Water Supply Scheme",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6220278,000166,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5767271&refType=caf&uuid=c8c5b6ce-39ed-4c0c-b83a-a3a256dce9fb&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=5767271&refType=FC&uuid=00eb3d94-a886-4f54-ad81-01cb324dc6fc&version=1.3
6213343,New,FP/JK/WATER/433945/2023,2023-06-19T15:54:08.087+00:00,,DELISTED_BY_SYSTEM,0.8674,371.47,Jal Shakti Department,,Forest clearance form,,,,WSS Feller,JAMMU AND KASHMIR,Kishtwar,Filler,,,,Hybrid,0.0,0.8674,0.8674,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-22T06:37:29.055+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDYAL KISHTWAR,,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Kishtwar,WSS Feller is proposed under JJM by Jal Shakti Department,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6213343,004647,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6213275&refType=caf&uuid=7ca0ef19-e7be-4a2f-9314-cc9c37ef2bce&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6213275&refType=FC&uuid=b5f87948-dfe8-4333-9757-87bd637aef07&version=1.1
6209104,New,FP/JK/OTHERS/433923/2023,2023-06-19T12:14:32.926+00:00,,REMOVED,1.795,481.4,PWD R&B DIVISION POONCH,,Forest clearance form,,,,construction of road from Salal Jabar Km 2nd to Parnai Hydroelectric Project via Gaddi Ziarat Kallar ,JAMMU AND KASHMIR,Mendhar,Naka Manjhari,,,,Linear,1.45,0.345,1.795,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-09-04T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEAR AIRFIELD POONCH LOK NIRMAN BHAVAN,,1,State Government (Department/Autonomous body),executive engineer,,1,,,Punch,Construction of road,2005.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6209104,1233,2005.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6207923&refType=caf&uuid=89e5dee9-e68e-4bf1-a34b-924272ea5a6e&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6207923&refType=FC&uuid=a1c0b939-24b3-41ad-af39-2fa2af7f86b4&version=1.1
6204549,New,WL/JK/INFRA/433892/2023,2023-06-19T11:00:50.825+00:00,,,3.0858,8900.0, JAMMU AND KASHMIR TOURISM DEVELOPMENT CORPORATION LIMITED,,Wildlife clearance form,,,,Upgradation and Re-Development of JKTDC Unit Hotel Ashoka at Jammu,JAMMU AND KASHMIR,Jammu,Nagrota (CT),,,,Non - Linear,0.0,3.0858,3.0858,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-21T13:18:47.251+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jammu,Upgradaton and Re-Development of JKTDC Unit already Constructed Hotel Ashok at Jammu,3312000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6204549,005966,675.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6185487&refType=caf&uuid=57f5d774-bde9-43f7-ad19-4de0a56716aa&version=1.0
6201755,New,WL/JK/INFRA/433873/2023,2023-06-19T10:12:42.864+00:00,,,3.2,13600.0, JAMMU AND KASHMIR TOURISM DEVELOPMENT CORPORATION LIMITED,,Wildlife clearance form,,,,Upgradation and Re-Development of JKTDC Unit at Gulmarag,JAMMU AND KASHMIR,Tangmarg,Forest Block,,,,Non - Linear,0.0,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-22T08:46:18.252+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baramula,"Upgradation and Re-Development of JKTDC already constructed structure at Gulmarag, Baramulla",4032000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6201755,002699,1125.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6178469&refType=caf&uuid=5b2aeb5f-cec6-410f-9ceb-611fd3d603b8&version=1.0
6184945,New,FP/JK/CommPost/433771/2023,2023-06-17T13:52:31.133+00:00,2024-06-27T03:02:45.683+00:00,Final Diversion Order Issued,0.0328,231.545,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,4G Saturation Project Lodna Doda,JAMMU AND KASHMIR,Doda,Lodna,,,,Non - Linear,0.0,0.0328,0.0328,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-07T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,1,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Divisional Engineer BSS TLA,,1,,,Doda,CONSTRUCTION OF PROPOSED 4G MOBILE TOWER  AT LOCATION NAME LODNA DODA;  DISTRICT  DODA,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6184945,004125,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6184892&refType=caf&uuid=1f12e9e0-fcce-4612-82ed-aa0aba9b6e8e&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6184892&refType=FC&uuid=37f5b360-3a70-43c3-abba-caeba7a48eb4&version=1.0
6175631,New,WL/JK/INFRA/433714/2023,2023-06-17T07:12:32.823+00:00,,,1.1979,2600.0, JAMMU AND KASHMIR TOURISM DEVELOPMENT CORPORATION LIMITED,,Wildlife clearance form,,,,"Upgradation and Re-Development of JKTDC Unit at Aru, Pehalgam",JAMMU AND KASHMIR,Pahalgam,Arow,,,,Non - Linear,0.0,1.1979,1.1979,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-19T11:51:54.818+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anantnag,"Upgradation and Re-Development of already constructed Building Hotel Alpine  at Aru, Pehalgam",1080000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6175631,003517,750.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6173138&refType=caf&uuid=d9558cec-d54b-49e1-971c-ced3b4fc48a8&version=1.0
6161429,New,FP/JK/WATER/433630/2023,2023-06-16T10:51:03.828+00:00,,DELISTED_BY_SYSTEM,0.5538,319.72,Jal Shakti Department,,Forest clearance form,,,,Retrofitting of Water Supply Scheme Dharam,JAMMU AND KASHMIR,Ramban,Darham,,,,Hybrid,0.0458,0.508,0.5538,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-20T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Administrative complex Block 3 Maitra,Ramban,1,State Government (Department/Autonomous body),Executive Engineer,Ramban,1,,,Ramban,The Water Supply Scheme Dharam (Retrofitting) has been framed to cover the cost for providing BIS Standard Quality Portable Water to each household @ 55 LPCD to provide water supply to 346uncovered households. The Water Supply Scheme Dharam (Retrofitting) is situated at 75 KM from District Head Qtr Ramban.,1100.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6161429,004605,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6161116&refType=caf&uuid=e1a75c42-45d2-45eb-984a-b5d8fcce9e85&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6161116&refType=FC&uuid=197fcaa1-77b5-4cab-9fd1-65cfcb43a872&version=1.8
6128383,New,WL/JK/IND/433466/2023,2023-06-15T06:48:06.935+00:00,,,25.0,2100.0, CEMTAC CEMENTS PRIVATE LIMITED,,Wildlife clearance form,,,,CEMTAC CEMENTS PVT. LTD.,JAMMU AND KASHMIR,Pampore,Shar-I- Shali,,,,Non - Linear,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-21T17:26:51.645+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulwama,Cemtac Cements Pvt. Ltd. is the Cement Manufacturing unit located at Sulnar Khrew District Pulwama J&K. The project is granted EC with the Expansion production of 2500 TPD.,69750.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6128383,002976,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6019662&refType=caf&uuid=1c2ea9fd-9859-4c4e-a116-e74b1724c2d0&version=1.3
6127482,New,FP/JK/WATER/433462/2023,2023-06-15T06:29:35.810+00:00,,DELISTED_BY_SYSTEM,0.9917,723.08,Jal Shakti Department,,Forest clearance form,,,,WSS Piyas,JAMMU AND KASHMIR,Kishtwar,Piyas,,,,Hybrid,0.0,0.9917,0.9917,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-15T09:11:15.102+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIDYAL KISHTWAR,,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Kishtwar,WSS Piyas is proposed under JJM by Jal Shakti Department,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6127482,004661,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6121152&refType=caf&uuid=33302ef5-7344-4c9b-91e4-32535f1e167c&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=6121152&refType=FC&uuid=a1565390-a0fd-43d4-97e6-f4cb11d1c9e0&version=1.0
